Discovered 3965 test files (~42342 tests) under ['tests']; running with -j 8
[ 53.7% | 22745/~42342 | ✓25524 | ✗  226] ✓ tests/hermes_cli/test_uninstall_shell_configs.py (5✓, 1.8s)
[ 53.7% | 22752/~42342 | ✓25531 | ✗  226] ✓ tests/hermes_cli/test_uninstall_windows_bin_launchers.py (7✓, 1.9s)
[ 53.7% | 22758/~42342 | ✓25537 | ✗  226] ✓ tests/hermes_cli/test_update_apply_shallow_count.py (6✓, 2.0s)
[ 53.8% | 22763/~42342 | ✓25542 | ✗  226] ✓ tests/hermes_cli/test_update_autostash_orphan_warning.py (5✓, 2.1s)
[ 53.8% | 22774/~42342 | ✓25553 | ✗  226] ✓ tests/hermes_cli/test_status.py (11✓, 21.3s)
[ 53.8% | 22786/~42342 | ✓25569 | ✗  226] ✓ tests/hermes_cli/test_update_behind_count_recovery.py (16✓, 2.2s)
[ 53.8% | 22798/~42342 | ✓25581 | ✗  226] ✓ tests/hermes_cli/test_update_bootstrap_cache_refresh.py (12✓, 2.2s)
[ 53.8% | 22800/~42342 | ✓25583 | ✗  226] ✓ tests/hermes_cli/test_update_cold_start_gateway_liveness.py (2✓, 2.2s)
[ 53.9% | 22803/~42342 | ✓25586 | ✗  226] ✓ tests/hermes_cli/test_update_config_clears_custom_fields.py (3✓, 1.8s)
[ 53.9% | 22808/~42342 | ✓25591 | ✗  226] ✓ tests/hermes_cli/test_update_config_migration_on_current.py (5✓, 1.9s)
[ 53.9% | 22813/~42342 | ✓25596 | ✗  226] ✓ tests/hermes_cli/test_update_config_migration_on_current_checkout.py (5✓, 2.0s)
[ 53.9% | 22823/~42342 | ✓25611 | ✗  226] ✓ tests/hermes_cli/test_update_contract.py (15✓, 2.1s)
[ 54.0% | 22855/~42342 | ✓25643 | ✗  226] ✓ tests/hermes_cli/test_update_concurrent_quarantine.py (32✓, 3.0s)
[ 54.0% | 22864/~42342 | ✓25652 | ✗  226] ✓ tests/hermes_cli/test_update_cron_deadlock_guard.py (9✓, 2.1s)
[ 54.0% | 22866/~42342 | ✓25654 | ✗  226] ✓ tests/hermes_cli/test_update_current_node_repair.py (2✓, 1.9s)
[ 54.0% | 22874/~42342 | ✓25662 | ✗  226] ✓ tests/hermes_cli/test_update_desktop_stale_warning.py (8✓, 2.0s)
[ 54.0% | 22885/~42342 | ✓25673 | ✗  226] ✓ tests/hermes_cli/test_update_fetch_failure_classifier.py (11✓, 2.0s)
[ 54.1% | 22896/~42342 | ✓25684 | ✗  226] ✓ tests/hermes_cli/test_update_fleet_check_fail_closed.py (11✓, 2.0s)
[ 54.1% | 22905/~42342 | ✓25693 | ✗  226] ✓ tests/hermes_cli/test_update_eol_churn.py (9✓, 2.9s)
[ 54.1% | 22911/~42342 | ✓25699 | ✗  226] ✓ tests/hermes_cli/test_update_fleet_probe_resume_token.py (6✓, 1.9s)
[ 54.1% | 22920/~42342 | ✓25708 | ✗  226] ✓ tests/hermes_cli/test_update_fleet_restart_timeout.py (9✓, 2.1s)
[ 54.1% | 22922/~42342 | ✓25709 | ✗  226] ✓ tests/hermes_cli/test_update_gateway_launcher_refresh.py (1✓ 1s, 1.8s)
[ 54.2% | 22932/~42342 | ✓25719 | ✗  226] ✓ tests/hermes_cli/test_update_gateway_restart_aborted.py (10✓, 2.0s)
[ 54.2% | 22937/~42342 | ✓25724 | ✗  226] ✓ tests/hermes_cli/test_update_gateway_restart_fallback.py (5✓, 2.0s)
[ 54.2% | 22944/~42342 | ✓25731 | ✗  226] ✓ tests/hermes_cli/test_update_handoff_backend_reap.py (7✓, 1.9s)
[ 54.2% | 22946/~42342 | ✓25733 | ✗  226] ✓ tests/hermes_cli/test_update_handoff_desktop_rebuild.py (2✓, 1.8s)
[ 54.2% | 22951/~42342 | ✓25738 | ✗  226] ✓ tests/hermes_cli/test_update_handoff_exit.py (5✓, 1.8s)
[ 54.2% | 22961/~42342 | ✓25748 | ✗  226] ✓ tests/hermes_cli/test_update_check.py (10✓, 9.9s)
[ 54.3% | 22972/~42342 | ✓25759 | ✗  226] ✓ tests/hermes_cli/test_update_hangup_protection.py (11✓, 2.0s)
[ 54.3% | 22974/~42342 | ✓25761 | ✗  226] ✓ tests/hermes_cli/test_update_interrupted_recovery.py (2✓, 1.8s)
[ 54.3% | 22976/~42342 | ✓25763 | ✗  226] ✓ tests/hermes_cli/test_update_head_moved_gate.py (2✓, 3.0s)
[ 54.3% | 22998/~42342 | ✓25794 | ✗  226] ✓ tests/hermes_cli/test_update_import_guard.py (31✓, 2.8s)
[ 54.3% | 23009/~42342 | ✓25805 | ✗  226] ✓ tests/hermes_cli/test_update_inventory.py (11✓, 2.2s)
[ 54.4% | 23021/~42342 | ✓25817 | ✗  226] ✓ tests/hermes_cli/test_update_launchd_restart_verification.py (12✓, 2.1s)
[ 54.4% | 23048/~42342 | ✓25844 | ✗  226] ✓ tests/hermes_cli/test_update_launchd_fleet_restart.py (27✓, 2.5s)
[ 54.5% | 23058/~42342 | ✓25855 | ✗  226] ✓ tests/hermes_cli/test_update_launchd_unloaded_gateway.py (11✓, 2.1s)
[ 54.5% | 23059/~42342 | ✓25856 | ✗  226] ✓ tests/hermes_cli/test_update_modified_notice.py (1✓, 1.7s)
[ 54.5% | 23078/~42342 | ✓25881 | ✗  226] ✓ tests/hermes_cli/test_update_lock.py (25✓, 2.3s)
[ 54.5% | 23094/~42342 | ✓25897 | ✗  226] ✓ tests/hermes_cli/test_update_orphan_backend_reap.py (16✓, 2.6s)
[ 54.5% | 23096/~42342 | ✓25899 | ✗  226] ✓ tests/hermes_cli/test_update_post_pull_syntax_guard.py (2✓, 1.8s)
[ 54.6% | 23119/~42342 | ✓25922 | ✗  226] ✓ tests/hermes_cli/test_update_receipt.py (23✓, 2.4s)
[ 54.6% | 23136/~42342 | ✓25939 | ✗  226] ✓ tests/hermes_cli/test_update_restart_recovery.py (17✓, 2.2s)
[ 54.7% | 23143/~42342 | ✓25946 | ✗  226] ✓ tests/hermes_cli/test_update_receipt_endpoint.py (7✓, 3.0s)
[ 54.7% | 23147/~42342 | ✓25951 | ✗  226] ✓ tests/hermes_cli/test_update_secret_import_lock.py (5✓, 2.8s)
[ 54.7% | 23166/~42342 | ✓25970 | ✗  226] ✓ tests/hermes_cli/test_update_self_lock.py (19✓, 3.2s)
[ 54.8% | 23188/~42342 | ✓25992 | ✗  226] ✓ tests/hermes_cli/test_update_parked_branch_guard.py (22✓, 5.5s)
[ 54.8% | 23210/~42342 | ✓26018 | ✗  226] ✓ tests/hermes_cli/test_update_shim_self_lock.py (26✓, 2.3s)
[ 55.0% | 23268/~42342 | ✓26077 | ✗  226] ✓ tests/hermes_cli/test_update_serve_generation_recovery.py (59✓, 3.1s)
[ 55.0% | 23275/~42342 | ✓26088 | ✗  226] ✓ tests/hermes_cli/test_update_skip_unchanged_editable_install.py (11✓, 2.3s)
[ 55.0% | 23279/~42342 | ✓26092 | ✗  226] ✓ tests/hermes_cli/test_update_sqlite_remediation.py (4✓, 1.9s)
[ 55.0% | 23288/~42342 | ✓26101 | ✗  226] ✓ tests/hermes_cli/test_update_shim_fail_closed.py (9✓, 3.7s)
[ 55.0% | 23293/~42342 | ✓26106 | ✗  226] ✓ tests/hermes_cli/test_update_stale_virtualenv.py (5✓, 1.8s)
[ 55.0% | 23298/~42342 | ✓26111 | ✗  226] ✓ tests/hermes_cli/test_update_stale_module_purge.py (5✓, 1.8s)
[ 55.1% | 23343/~42342 | ✓26153 | ✗  226] ✓ tests/hermes_cli/test_update_stale_dashboard.py (42✓ 3s, 2.8s)
[ 55.1% | 23348/~42342 | ✓26160 | ✗  226] ✓ tests/hermes_cli/test_update_upstream_prompt_noninteractive.py (7✓, 1.9s)
[ 55.2% | 23359/~42342 | ✓26171 | ✗  226] ✓ tests/hermes_cli/test_update_state_autorestore.py (11✓, 2.5s)
[ 55.2% | 23363/~42342 | ✓26178 | ✗  226] ✓ tests/hermes_cli/test_update_venv_health.py (7✓, 2.7s)
[ 55.2% | 23370/~42342 | ✓26185 | ✗  226] ✓ tests/hermes_cli/test_update_version_report.py (7✓, 1.9s)
[ 55.2% | 23380/~42342 | ✓26195 | ✗  226] ✓ tests/hermes_cli/test_update_venv_ownership_preflight.py (10✓, 2.0s)
[ 55.2% | 23381/~42342 | ✓26196 | ✗  226] ✓ tests/hermes_cli/test_update_zip_atomic_replace.py (1✓, 1.7s)
[ 55.2% | 23382/~42342 | ✓26197 | ✗  226] ✓ tests/hermes_cli/test_update_zip_release_preserve.py (1✓, 1.9s)
[ 55.2% | 23384/~42342 | ✓26199 | ✗  226] ✓ tests/hermes_cli/test_update_zip_symlink_reject.py (2✓, 2.0s)
[ 55.3% | 23410/~42342 | ✓26225 | ✗  226] ✓ tests/hermes_cli/test_update_zip_fallback_guards.py (26✓, 2.5s)
[ 55.3% | 23415/~42342 | ✓26230 | ✗  226] ✓ tests/hermes_cli/test_upstage_provider.py (5✓, 2.6s)
[ 55.3% | 23434/~42342 | ✓26248 | ✗  227] ✗ tests/hermes_cli/test_update_zip_two_phase.py (18✓ 1✗, 4.9s)

  ╔╍ Failed: tests/hermes_cli/test_update_zip_two_phase.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║ =================================== FAILURES ===================================
  ║ ___________ test_patched_is_windows_reaches_the_venv_path_derivation ___________
  ║ 
  ║     def test_patched_is_windows_reaches_the_venv_path_derivation():
  ║         """End-to-end: patching the module predicate must change the derived path."""
  ║         import sys
  ║         from unittest.mock import patch
  ║     
  ║         from hermes_cli import main as hermes_main
  ║     
  ║         with patch.object(hermes_main, "_is_windows", return_value=True):
  ║             got = hermes_main._resolve_install_target_python(
  ║                 ["uv", "pip"], env={"VIRTUAL_ENV": "/nope/venv"}
  ║             )
  ║         # The Windows venv python (/nope/venv/Scripts/python.exe) doesn't exist,
  ║         # so the uv-venv probe falls back to the running interpreter (the
  ║         # lazy-refresh marker must not stay "indeterminate"). The *derivation*
  ║         # must still have used the Windows layout -- assert that directly.
  ║ >       assert got is not None
  ║ E       assert None is not None
  ║ 
  ║ tests/hermes_cli/test_update_zip_two_phase.py:350: AssertionError
  ║ =============================== warnings summary ===============================
  ║ tests/hermes_cli/test_update_zip_two_phase.py::test_no_open_coded_venv_layout_remains_in_hermes_cli
  ║   <unknown>:263: DeprecationWarning: invalid escape sequence '\c'
  ║ 
  ║ -- Docs: https://docs.pytest.org/en/stable/how-to/capture-warnings.html
  ║ =========================== short test summary info ============================
  ║ FAILED tests/hermes_cli/test_update_zip_two_phase.py::test_patched_is_windows_reaches_the_venv_path_derivation
  ║ 1 failed, 18 passed, 1 warning in 3.84s
  ║
  ║  Repro: python -m pytest tests/hermes_cli/test_update_zip_two_phase.py -q --timeout=60 --timeout-method=signal -p no:cacheprovider
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[ 55.4% | 23440/~42342 | ✓26268 | ✗  227] ✓ tests/hermes_cli/test_venv_holder_classifier.py (20✓, 2.1s)
[ 55.4% | 23455/~42342 | ✓26268 | ✗  227] ✓ tests/hermes_cli/test_venv_holder_windows_live.py (15s, 1.2s)
[ 55.4% | 23471/~42342 | ✓26284 | ✗  227] ✓ tests/hermes_cli/test_urllib_security.py (16✓, 5.8s)
[ 55.4% | 23473/~42342 | ✓26286 | ✗  227] ✓ tests/hermes_cli/test_verify_console_scripts.py (2✓, 1.8s)
[ 55.4% | 23477/~42342 | ✓26290 | ✗  227] ✓ tests/hermes_cli/test_verify_core_dependencies.py (4✓, 1.9s)
[ 55.5% | 23489/~42342 | ✓26300 | ✗  229] ✗ tests/hermes_cli/test_user_providers_model_switch.py (10✓ 2✗, 8.5s)

  ╔╍ Failed: tests/hermes_cli/test_user_providers_model_switch.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║                 "name": "Local Ollama",
  ║                 "api": "http://localhost:11434/v1",
  ║                 "default_model": "llama3",
  ║                 # No api_key, no models: list — singular default only.
  ║             }
  ║         }
  ║     
  ║         providers = list_authenticated_providers(
  ║             current_provider="local-ollama",
  ║             user_providers=user_providers,
  ║             custom_providers=[],
  ║             max_models=50,
  ║         )
  ║     
  ║ >       assert probed.get("called") is True, (
  ║             "singular default_model must not suppress live discovery"
  ║         )
  ║ E       AssertionError: singular default_model must not suppress live discovery
  ║ E       assert None is True
  ║ E        +  where None = <built-in method get of dict object at 0x79cbc534aa80>('called')
  ║ E        +    where <built-in method get of dict object at 0x79cbc534aa80> = {}.get
  ║ 
  ║ tests/hermes_cli/test_user_providers_model_switch.py:550: AssertionError
  ║ ------------------------------ Captured log call -------------------------------
  ║ WARNING  agent.credential_pool:credential_pool.py:2509 Copilot token exchange degraded to RAW token (exchange unavailable); enterprise-only models may 400 with model_not_available_for_integrator until exchange recovers.
  ║ WARNING  agent.credential_pool:credential_pool.py:2509 Copilot token exchange degraded to RAW token (exchange unavailable); enterprise-only models may 400 with model_not_available_for_integrator until exchange recovers.
  ║ =========================== short test summary info ============================
  ║ FAILED tests/hermes_cli/test_user_providers_model_switch.py::test_list_authenticated_providers_enumerates_dict_format_models
  ║ FAILED tests/hermes_cli/test_user_providers_model_switch.py::test_section3_probes_no_key_endpoint_with_singular_default_model
  ║ 2 failed, 10 passed in 7.26s
  ║
  ║  Repro: python -m pytest tests/hermes_cli/test_user_providers_model_switch.py -q --timeout=60 --timeout-method=signal -p no:cacheprovider
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[ 55.5% | 23492/~42342 | ✓26303 | ✗  229] ✓ tests/hermes_cli/test_vertex_provider.py (3✓, 2.7s)
[ 55.5% | 23496/~42342 | ✓26307 | ✗  229] ✓ tests/hermes_cli/test_video_gen_picker.py (4✓, 2.3s)
[ 55.5% | 23499/~42342 | ✓26310 | ✗  229] ✓ tests/hermes_cli/test_vertex_model_picker.py (3✓, 6.4s)
[ 55.6% | 23521/~42342 | ✓26333 | ✗  230] ✗ tests/hermes_cli/test_voice_wrapper.py (23✓ 1✗, 3.5s)

  ╔╍ Failed: tests/hermes_cli/test_voice_wrapper.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║ ..F.....................                                                 [100%]
  ║ =================================== FAILURES ===================================
  ║ _ TestNormalizeVoiceRecordKeyForPromptToolkit.test_todo_toggle_chord_is_reserved_in_classic_cli _
  ║ 
  ║ self = <tests.hermes_cli.test_voice_wrapper.TestNormalizeVoiceRecordKeyForPromptToolkit object at 0x72368c586650>
  ║ 
  ║     def test_todo_toggle_chord_is_reserved_in_classic_cli(self):
  ║         from hermes_cli.voice import normalize_voice_record_key_for_prompt_toolkit
  ║     
  ║ >       assert normalize_voice_record_key_for_prompt_toolkit("ctrl+t") == "c-b"
  ║ E       AssertionError: assert 'c-t' == 'c-b'
  ║ E         
  ║ E         - c-b
  ║ E         + c-t
  ║ 
  ║ tests/hermes_cli/test_voice_wrapper.py:56: AssertionError
  ║ =========================== short test summary info ============================
  ║ FAILED tests/hermes_cli/test_voice_wrapper.py::TestNormalizeVoiceRecordKeyForPromptToolkit::test_todo_toggle_chord_is_reserved_in_classic_cli
  ║ 1 failed, 23 passed in 2.48s
  ║
  ║  Repro: python -m pytest tests/hermes_cli/test_voice_wrapper.py -q --timeout=60 --timeout-method=signal -p no:cacheprovider
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[ 55.6% | 23551/~42342 | ✓26363 | ✗  230] ✓ tests/hermes_cli/test_update_autostash.py (30✓, 39.0s)
[ 55.6% | 23560/~42342 | ✓26372 | ✗  230] ✓ tests/hermes_cli/test_web_profile_soul_writes.py (9✓, 4.9s)
[ 55.7% | 23595/~42342 | ✓26407 | ✗  230] ✓ tests/hermes_cli/test_update_wedged_gateway.py (35✓, 19.3s)
[ 55.7% | 23600/~42342 | ✓26412 | ✗  230] ✓ tests/hermes_cli/test_web_routers_tools_install_on_enable.py (5✓, 4.8s)
[ 55.8% | 23612/~42342 | ✓26424 | ✗  230] ✓ tests/hermes_cli/test_web_server_approvals_broadcast.py (12✓, 4.1s)
[ 55.8% | 23630/~42342 | ✓26442 | ✗  230] ✓ tests/hermes_cli/test_web_profiles_off_loop.py (18✓, 6.6s)
[ 55.8% | 23635/~42342 | ✓26447 | ✗  230] ✓ tests/hermes_cli/test_web_server_config_offloop.py (5✓, 5.7s)
[ 55.8% | 23639/~42342 | ✓26451 | ✗  230] ✓ tests/hermes_cli/test_web_server_boot_handshake.py (4✓, 8.3s)
[ 55.9% | 23654/~42342 | ✓26466 | ✗  230] ✓ tests/hermes_cli/test_update_fleet_restart_pending.py (15✓, 43.5s)
[ 55.9% | 23685/~42342 | ✓26497 | ✗  230] ✓ tests/hermes_cli/test_web_server_cron_profiles.py (31✓, 6.9s)
[ 56.0% | 23693/~42342 | ✓26505 | ✗  230] ✓ tests/hermes_cli/test_web_server_files.py (8✓, 3.4s)
[ 56.0% | 23698/~42342 | ✓26510 | ✗  230] ✓ tests/hermes_cli/test_web_server_fs.py (5✓, 3.1s)
[ 56.0% | 23701/~42342 | ✓26513 | ✗  230] ✓ tests/hermes_cli/test_web_server_executor_isolation.py (3✓, 4.5s)
[ 56.0% | 23707/~42342 | ✓26519 | ✗  230] ✓ tests/hermes_cli/test_web_server_git.py (6✓, 3.6s)
[ 56.0% | 23723/~42342 | ✓26535 | ✗  230] ✓ tests/hermes_cli/test_web_server_gateway_topology.py (16✓, 5.4s)
[ 56.1% | 23734/~42342 | ✓26546 | ✗  230] ✓ tests/hermes_cli/test_web_server_host_header.py (11✓, 5.3s)
[ 56.1% | 23735/~42342 | ✓26547 | ✗  230] ✓ tests/hermes_cli/test_web_server_pty_idle_backoff.py (1✓, 3.1s)
[ 56.1% | 23738/~42342 | ✓26550 | ✗  230] ✓ tests/hermes_cli/test_web_server_pty_import.py (3✓, 2.2s)
[ 56.1% | 23745/~42342 | ✓26557 | ✗  230] ✓ tests/hermes_cli/test_web_server_messaging_profiles.py (7✓, 8.2s)
[ 56.1% | 23747/~42342 | ✓26559 | ✗  230] ✓ tests/hermes_cli/test_web_server_console_ws.py (2✓, 18.0s)
[ 56.1% | 23751/~42342 | ✓26563 | ✗  230] ✓ tests/hermes_cli/test_web_server_pty_reconnect.py (4✓, 3.3s)
[ 56.1% | 23752/~42342 | ✓26564 | ✗  230] ✓ tests/hermes_cli/test_web_server_session_search.py (1✓, 3.1s)
[ 56.2% | 23780/~42342 | ✓26594 | ✗  230] ✓ tests/hermes_cli/test_web_server_profile_unification.py (30✓, 7.9s)
[ 56.2% | 23784/~42342 | ✓26598 | ✗  230] ✓ tests/hermes_cli/test_web_server_skills_profiles.py (4✓, 3.4s)
[ 56.2% | 23794/~42342 | ✓26610 | ✗  230] ✓ tests/hermes_cli/test_web_server_skill_editor.py (12✓, 4.3s)
[ 56.2% | 23797/~42342 | ✓26613 | ✗  230] ✓ tests/hermes_cli/test_web_server_speak_stream.py (3✓, 3.2s)
[ 56.2% | 23804/~42342 | ✓26620 | ✗  230] ✓ tests/hermes_cli/test_web_server_tts_lease.py (7✓, 3.4s)
[ 56.3% | 23822/~42342 | ✓26644 | ✗  230] ✓ tests/hermes_cli/test_web_ui_build.py (24✓, 2.8s)
[ 56.3% | 23833/~42342 | ✓26658 | ✗  230] ✓ tests/hermes_cli/test_webhook_cli.py (14✓, 2.3s)
[ 56.3% | 23843/~42342 | ✓26668 | ✗  230] ✓ tests/hermes_cli/test_whatsapp_cloud_setup.py (10✓, 2.2s)
[ 56.3% | 23857/~42342 | ✓26671 | ✗  230] ✓ tests/hermes_cli/test_win_pty_bridge.py (3✓ 11s, 2.0s)
[ 56.3% | 23859/~42342 | ✓26673 | ✗  230] ✓ tests/hermes_cli/test_whatsapp_setup_ordering.py (2✓, 2.1s)
[ 56.4% | 23861/~42342 | ✓26675 | ✗  230] ✓ tests/hermes_cli/test_whatsapp_onboarding.py (2✓, 3.1s)
[ 56.4% | 23878/~42342 | ✓26692 | ✗  230] ✓ tests/hermes_cli/test_web_oauth_dispatch.py (17✓, 35.1s)
[ 56.4% | 23885/~42342 | ✓26699 | ✗  230] ✓ tests/hermes_cli/test_windows_gateway_job_teardown_48820.py (7✓, 2.3s)
[ 56.4% | 23892/~42342 | ✓26706 | ✗  230] ✓ tests/hermes_cli/test_windows_gateway_cold_start_desktop_lifecycle.py (7✓, 2.3s)
[ 56.4% | 23893/~42342 | ✓26707 | ✗  230] ✓ tests/hermes_cli/test_windows_native_docs.py (1✓, 2.0s)
[ 56.4% | 23898/~42342 | ✓26712 | ✗  230] ✓ tests/hermes_cli/test_windows_update_restart_reconciliation.py (5✓, 2.3s)
[ 56.5% | 23907/~42342 | ✓26721 | ✗  230] ✓ tests/hermes_cli/test_worktree_command.py (9✓, 2.7s)
[ 56.5% | 23912/~42342 | ✓26726 | ✗  230] ✓ tests/hermes_cli/test_xai_curated_models.py (5✓, 2.2s)
[ 56.5% | 23913/~42342 | ✓26727 | ✗  230] ✓ tests/hermes_cli/test_xai_oauth_profile_auth.py (1✓, 2.0s)
[ 56.5% | 23916/~42342 | ✓26730 | ✗  230] ✓ tests/hermes_cli/test_xai_model_flow.py (3✓, 2.9s)
[ 56.5% | 23932/~42342 | ✓26746 | ✗  230] ✓ tests/hermes_cli/test_worktree_gc.py (16✓, 3.5s)
[ 56.5% | 23935/~42342 | ✓26749 | ✗  230] ✓ tests/hermes_cli/test_xai_oauth_refresh.py (3✓, 2.1s)
[ 56.5% | 23937/~42342 | ✓26751 | ✗  230] ✓ tests/hermes_cli/test_xai_oauth_writethrough.py (2✓, 2.0s)
[ 56.5% | 23938/~42342 | ✓26752 | ✗  230] ✓ tests/hermes_cli/test_xai_provider_labels.py (1✓, 2.6s)
[ 56.6% | 23951/~42342 | ✓26765 | ✗  230] ✓ tests/hermes_cli/test_xai_retirement.py (13✓, 2.3s)
[ 56.6% | 23952/~42342 | ✓26766 | ✗  230] ✓ tests/hermes_cli/test_yolo_startup_order.py (1✓, 2.1s)
[ 57.0% | 24136/~42342 | ✓26951 | ✗  231] ✗ tests/hermes_cli/test_web_server.py (185✓ 1✗, 36.8s)

  ╔╍ Failed: tests/hermes_cli/test_web_server.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║ ........................................................................ [ 38%]
  ║ .........F.............................................................. [ 77%]
  ║ ..........................................                               [100%]
  ║ =================================== FAILURES ===================================
